EmisCode;PROVINCE;Institution name;District;Alternative Institution name;Legal Status;Practical Status of the institution;Closure data;Sector;Institution Type;Institution Phase;LandOwnership;Ex-education Department;Circuit;Registration date;Street name and sumber;City/Town;Postal Code;SA POST OFFICE VILLAGE;P O BOX;Private bag;Post office;Postal Code;TelCode1;Telephone1;TelCode2;Telephone2;EMail;EmailAlt;LONGITUDE;LATITUDE;GIS SOURCE;GIS last updated date;District municipality;Local municipality;Urban or rural;PersalPayPoint;PersalComponent;ExamCentreNumber;ExamCentre;Manager title;Managers initials;Manager surname;Institution closure date;Institution closure reason;Demarcation form;Demarcation to;Previous EMIS number;Updated EMIS number;Functions;Quintile;No-fee school status;SNE specialisation;Specialisation
300010703;NC;JANNIE BRINK SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Special Needs Education;Primary;Private;;F5;;Kenilworth;Kimberley;8301;PO BOX 814;PO BOX;Kenitworth;Kimberley;8300;053;8410139;053;8311514;janniebrink@ncdoe.school.za;info@janniebrink.co.za;-28.709612        ;24.787343            ;;;;;;215601;970281;;;;;;;;;;;;;;;;
300044205;NC;HTT BIDI MEMORIAL PRIMARY SCHOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;S5;;BOICHOKO;POSTMASBURG;8420;PRIVATE BAG X3004;PRIVATE BAG X;BOICHOKO TOWNSHIP;POSTMASBURG;8420;073;6324520;073;6324520;httbidi@gmail.com;saptounorton@gmail.com;-28.320175;23.040906;;;;;;361040;970593;300044205;HTT BIDI MEMORIAL;;;;;;;;;;;;;;
300031207;NC;JOHAN HEIN PRIMÊRE SKOOL;NAMAKWA;;Formally Opened;Operational;;Public;Ordinary School;Primary;Church;;N1;;KUBOES;KUBOES;8292;PO BOX 10;PO BOX;KUBOES;KUBOES;8292;078;5453187;078;5453187;johanheinlaerskool@gmail.com;johanheinlaerskool@gmail.com;-28.44515;16.99063;;;;;;346772;346772;;;;;;;;;;;;;;;;
300100573;NC;ITLOTLENG COMMERCIAL SECONDARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;K 8;;BENDEL;KURUMAN;8460;STAND 10697;STAND;BENDELL;kuruman;8460;082;6637548;082;6637548;itlotlenghighschool@gmail.com;odsebuseng71@gmail.com;-26.998190;23.650174;;;;;;7961288;796;2100573;ITLOTLENG COMMERCIAL SEC SCHOOL;;;;;;;;;;;;;;Commercial
300100535;NC;IKETLELETSO INTERMEDIATE SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Intermediate;Govt;;K5;;MOTHIBISTAD;MOTHIBISTAD;8474;PRIVATE BAG X104;PRIVATE BAG X;MOTHIBISTAD;MOTHIBISTAD;8474;053;0501709;082;8231328;gaborokwe@gmail.com;iketleletsomiddleschool@gmail.com;-27.393568;23.492670;;;;;;961284;961284;100535;IKETLELETSO ;;;;;;;;;;;;;;
300016404;NC;ROODEPAN HIGH  SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;F5;;Roodepan;Kimberley;8301;CAMELIA STREET 10;CAMELIA STREET;Roodepan;Kimberley;8309;078;3105249;084;8324160;andrervanrooyen@live.co.za;andrervanrooyen@live.co.za;-28,659631;24,708515;;;;;;51615941;516194;2015404;Roodepan High School;;;;;;;;;;;;;;
300042304;NC;INTERMEDIÊRE SKOOL KALKSLOOT;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Intermediate;Govt;;S2;;KALKSLOOT;SESBRUGGE;8808;PO BOX 1420;PO BOX;KALKSLOOT;SESBRUGGE;8808;054;4913407;078;9727916;iskalksloot@gmail.com;;-28.5533;21.14992;;;;;;370266;503784;;;;;;;;;;;;;;;;
300100641;NC;KEATLHOLELA  PRIMARY  SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt Education;;;;;kuruman;8460;PO BOX 1759;PO BOX;kuruman;kuruman;8460;079;5682721;079;5682721;keatlholelaprimary@gmail.com;selaotb@gmail.com;-27.292983;23.830433;;;;;;161414;161414;2100641;Keatlholela  Primary School;;;;;;;;;;;;;;
300100575;NC;ITSHOKENG PRIMARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;K5;;ITSHOKENG PRIMARY SCHOOL;KURUMAN;8460;PO BOX 518;PO BOX;MAGOBING EAST;KURUMAN;8460;066;3233625;063;7117897;itshokeng@ncdoe.school.za;iforapeleng1@gmai.com;-26.870940;23.635110;;;;;;961268;961268;300100575;ITSHOKENG PRIMARY SCHOOL;;;;;;;;;;;;;;
300014209;NC;FLAMINGO PRIMARY SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;F8;;Homestead;Kimberley;8301;PO BOX 1371;PO BOX;Kimberley;Kimberley;8300;064;8040218;074;8777681;flamingops@ncdoe.school.za;flamingoprimary2018@gmail.com;-28.71069;24.74797;;;;;;2225170;970366;2014209;FLAMINGO PRIMARY SCHOOL;;;;;;;;;;;;;;
300100555;NC;ISAGONTLE FULL SERVICE SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;;;MOTHIBISTAD;MOTHIBISTAD;8474;PO BOX 471;PO BOX;MOTHIBISTAD;MOTHIBISTAD;8474;053;0501708;082;4036883;isagontleps@ncdoe.gov.za;cynithianakedi@gmail.com;-27.402024;23.488694;;;;;;3961261;396126;2100555;ISAGONTLE FULL SERVICE SCHOOL;;;;;;;;;;;;;;
300041205;NC;JJ ADAMS INTERMEDIATE SCHOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Intermediate;Govt;;S1;;ASKHAM;ASKHAM;8814;JJ ADAMS 100;JJ ADAMS;;ASKHAM;8814;054;5110063;071;4610231;dawidbenard@gmail.com;smithelize26@gmail.com;-26.98044;20.77421;;;;;;370304;370304;2048830;Askham Public Centre;;;;;;;;;;;;;;
300043309;NC;JG JANSEN INTERMEDIÊRE SKOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Intermediate;Govt;;S3;;WEGDRAAI;GROBLERSHOOP;8850;PO BOX 277;PO BOX;WEGDRAAI;GROBLERSHOOP;8850;054;0650005;071;6061801;jansenjg12@gmail.com;jansenjg12@gmail.com;-28.8381;21.8651;;;;;;370274;970531;;;;;;;;;;;;;;;;
300017224;NC;JAN KEMPDORP PRIMARY SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;F1;;Valspan Location;Jankempdorp;8550;PO BOX 968;PO BOX;Valspan Location;Jankempdorp;8550;053;4561629;083;7653188;jankempdorpps@ncdoe.school.za;jkdsc@telkomsa.net;-27.913263;24.814914;;;;;;74622;117193;2017224;JANKEMPDORP PRIMARY SCHOOL;;;;;;;;;;;;;;
300032303;NC;JJ LAMBERT PRIMÊRE SKOOL ;NAMAKWA;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;N3;;MOOI UITSIG;GARIES;8220;PO BOX 37;PO BOX;GARIES;GARIES;8220;027;6521012;078;6613281;bruwayda1@gmail.com;psjjlambert@gmail.com;-30.572795;17.986217;;;;;;340197;970949;;;;;;;;;;;;;;;;
300024224;NC;Karoo Academy;PIXLEY-KA-SEME;;Formally Opened;Operational;;Independent;Ordinary School;Primary;NULL;;Kareeberg;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8925;053;3823716;NULL;NULL;akademiekaroo@gmail.com;NULL;-30.650408;24.007515;;;;;;930069478;NULL;NULL;NULL;;;;;;;;;;;;;;NULL
300100646;NC;KEGOMODITSWE HIGH SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;K5;;Kuruman;MADULA-RANCH;8460;PO BOX 2408;PO BOX;kuruman;KURUMAN;8460;072;3749244;072;3749244;kegomoditswess@ncdoe.school.za;jamesohetswe@gmail.com;-26.913405;23.941873;;;;;;961394;961394;2100646;KEGOMODITSWE SENIOR SECONDARY;;;;;;;;;;;;;;
300042225;NC;KEIMOES AKADEMIE;ZF MGCAWU;;Formally Opened;Operational;;Independent;Ordinary School;Primary;Trust Land;;S2;;;Keimoes;8860;PO BOX 886;PO BOX;Malanshoek;Keimoes;8860;087;1700203;073;1560893;keimoesakademie@gmail.com;keimoesakademie@gmail.com;;;;;;;;;;;;;;;;;;;;;;;;;
300100691;NC;KGONO PRIMARY SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;F5;;Pampierstad;Pampierstad;8566;PO BOX 129;PO BOX;Pampierstad;Pampierstad;8566;053;0501133;074;4106349;kgonops@ncdoe.school.za;kgonoprimaryschool@gmail.com;-27.783805;24.683856;;;;;;960970;100691;100691;20100691;;;;;;;;;;;;;;
300100715;NC;KHUIS INTERMEDIATE SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Combined;Govt;;K4;;KURUMAN;KURUMAN;8460;PO BOX 164;PO BOX;KURUMAN;KURUMAN;8460;071;3795292;071;3795292;khuisis@ncdoe.school.za;khuisprimary68@gmail.com;-26.87823;23.0668;;;;;;962267;902268;200100715;KHUIS INTERMEDIATE SCHOOL;;;;;;;;;;;;;;
300014302;NC;KGABANG PRIMARY SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;F1;;Motswedimosa;Ritchie;8701;PO BOX 2554;PO BOX;Motswedimosa;Ritchie;8701;053;0011463;073;0494011;kgabangps@gmail.com;jgadam366@gmail.com;-29.02538;24.58826;;;;;;74615;970375;2014302;KGABANG PRIMARY SCHOOL;;;;;;;;;;;;;;
300032205;NC;KAMIESKROON LAERSKOOL;NAMAKWA;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt Education;;N3;;KAMIESKROON;KAMIESKROON;8241;PO BOX 20;PO BOX;KAMIESKROON;KAMIESKROON;8241;066;5657327;063;1686659;kamieskroonl@ncdoe.school.za;magda.basson3@gmail.com;-30.209535;17.937346;;;;;;309605;970942;;;;;;;;;;;;;;;;
300100629;NC;KAREEPAN PRIMARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;K1;;KURUMAN;KURUMAN;8460;PO BOX 412;PO BOX;MOTHIBISTAD;MOTHIBISTAD;8474;072;5162744;083;8805587;kareepanps@ncdoe.school.za;kareepanprimary@gmail.com;-27.187802;23.875414;;;;;;961260;961260;2100629;KAREEPAN PRIMARY SCHOOL;;;;;;;;;;;;;;
300043304;NC;KAROS INTERMEDIATE SCHOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Intermediate;Govt;;S3;;Karos;Upington;8819;PO BOX 1694;PO BOX;;Upington;8800;054;0650025;063;5626395;karosp67@gmail.com;julianaswartz29@gmail.com;-28.422991;21.614990;;;;;;370355;370355;;;;;;;;;;;;;;;;
300043232;NC;KAKAMAS PRIMARY SCHOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;S4;;LANGVERWAG;KAKAMAS;8870;KAKAMAS PRIMARY SCHOOL 0;KAKAMAS PRIMARY SCHOOL;LANGVERWAG;KAKAMAS;8870;054;0501205;076;7951813;primaryschoolkkmas@gmail.com;waterdupien@gmail.com;-28.789287;20.633096;;;;;;972017;972017;;;;;;;;;;;;;;;;
300034305;NC;KENHARDT INTERMEDIÊRE SKOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Intermediate;Govt;;S2;;PO BOX 22;KENHARDT;8900;PO BOX 22;PO BOX;KENHARDT;KENHARDT;8900;054;6510358;083;7927409;kenhardthigh@gmail.com;kenhardthigh@gmail.com;-29.347955;21.155020;;;;;;302070;970968;300034305;HIGH SCHOOL KENHARDT;;;;;;;;;;;;;;
300034307;NC;KENHARDT PRIMÊRE SKOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;S2;;KENHARDT;KENHARDT;8900;PO BOX 36;PO BOX;KENHARDT;KENHARDT;8900;083;5266242;078;8183305;primaryschoolkenhardt@gmail.com;primaryschoolkenhardt@gmail.com;-29.344225;21.154521;;;;;;370040;970964;;;;;;;;;;;;;;;;
300045206;NC;KGOTATSANO PRIMARY SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Farm;;F2;;BLIKFONTEIN;BARKLY-WEST;8375;PO BOX 2507;PO BOX;KURUMAN;KURUMAN;8460;053;9550100;081;8068447;ktsanops@gmail.com;ktsanops@gmail.com;-27.829162;23.929199;;;;;;4361090;970647;300045206;KGOTATSANO INTERMEDIATE SCHOOL;;;;;;;;;;;;;;
300044217;NC;POSTDENE PRIMÊRE SKOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;S5;;Postdene;POSTMASBURG;8420;PO BOX 1399;PO BOX;POSTDENE;POSTMASBURG;8420;053;3130163;072;9643035;lspostdene@gmail.com;andrewmejanie@webmail.co.za;-28.301055;23,084501;;;;;;338310;970617;;;;;;;;;;;;;;;;
300044206;NC;KHOSIS (MET) PRIMARY SCHOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;S5;;JENN-HAVEN;POSTMASBURG;8420;PO BOX 1021;PO BOX;JENN-HAVEN;POSTMASBURG;8420;078;4926583;078;9036315;laerskoolkhosis@gmail.com;laerskoolkhosis@gmail.com;-28.22521;23.25129;;;;;;381120;970623;;;;;;;;;;;;;;;;
300012207;NC;KEVIN NKOANE PRIMARY SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;F2;;Verwoerd Park;Kimberley;8306;PO BOX 110346;PO BOX;Hadiso Park;Kimberley;8306;053;8612919;079;6846226;kevinnkoanps@ncdoe.school.za;ivansamuels05@gmail.com;-28.7376;24.73748;;;;;;209215;123456;;;;;;;;;;;;;;;;
300041207;NC;KLEIN MIER (VGK) PRIMÊRE SKOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;S1;;KLEIN MIER;MIER;8811;PO BOX 156;PO BOX;;MIER;8811;054;5210018;083;4300748;laerskoolkleinmier@gmail.com;laerskoolkleinmier@gmail.com;-26.74006;20.275043;;;;;;376337;970557;;;;;;;;;;;;;;;;
300100754;NC;KONING PRIMARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;K1;;MOTHIBISTAD;KURUMAN;8474;PO BOX 528;PO BOX;MOTHIBISTAD;KURUMAN;8460;072;5938969;084;7886279;`koningprimary@hotmail.com;vincentmolema@hotmail.com;-27.2795;23.478368;;;;;;962265;962265;;Koning Primary School;;;;;;;;;;;;;;
300045207;NC;KITLANYANG PRIMARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt Education;;K5;;KURUMAN;KURUMAN;8460;PRIVATE BAG X1532;PRIVATE BAG X;PN Suit 383;KURUMAN;8460;068;1098340;079;4761867;kitlapri@gmail.com;kitlapri@gmail.com;-26.577731;22.863824;;;;;;361100;361100;2045207;KITLANYANG PRIMARY SCHOOL;;;;;;;;;;;;;;
300045216;NC;KOOPMANSFONTEIN PRIMARY SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;F2;;Koopmansfontein;Barkley-west;8391;PO BOX 20;PO BOX;Koopmansfontein;Barkley-west;8391;212;9943864;212;9388513;koopmansfonteinps@gmail.com;koopmansfonteinps@ncdoe.school.za;-28.204807;24.068260;;;;;;361050;123456;2045216;KOOPMANSFONTEIN PRIMARY SCHOOL;;;;;;;;;;;;;;
300011403;NC;KIMBERLEY GIRLS HIGH SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;F7;;Belgravia;Kimberley;8301;9 ELSMERE ROAD 359;9 ELSMERE ROAD;Kimberley;Kimberley;8300;053;8321275;084;9194157;principal@kimberleygirlshigh.org.za;admin@kimberleygirlshigh.org.za;-28.74784;24.77821;;;;;;210216;970259;2011403;Kimberley Girls High School;;;;;;;;;;;;;;
300032203;NC;KLIPFONTEIN MET PRIMÊRE SKOOL;NAMAKWA;;Formally Opened;Operational;;Public;Ordinary School;Primary;Church;;N3;;KLIPFONTEIN;GARIES;8220;PO BOX 148;PO BOX;KLIPFONTEIN;GARIES;8220;071;1357227;072;1144983;klipfonteinmetps@gmail.com;ricardokock19@gmail.com;-30.48483;17.8905;;;;;;346608;551627;;;;;;;;;;;;;;;;
300014203;NC;KIMBERLEY JUNIOR SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;F7;;Monument Heights;Kimberley;8301;OBRIEN STREET 2;OBRIEN STREET;Monument Heights;Kimberley;8301;053;8332481;082;4618733;kjs@worldonline.co.za;kimberleyjps@ncdoe.school.za;-28.7545;24.76631;;;;;;209223;970359;2014203;KIMBERLEY JUNIOR SCHOOL;;;;;;;;;;;;;;
300100760;NC;KOPANO SECONDARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Intermediate;Govt;;;;CASSEL;KURUMAN;8460;PO BOX 204;PO BOX;MOTHIBISTAD;KURUMAN;8474;073;2397623;073;2397623;kopanointer@gmail.com;kopanointer@gmail.com;-26.964372;23.982563;;;;;;003/961337;003/96;300100760;KOPANO INTERMEDIATE SCHOOL;;;;;;;;;;;;;;
300012304;NC;REAKANTSWE  SECONDARY SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;F4;;Kutlwano;Windsorton;8510;PRIVATE BAG X252;PRIVATE BAG X;Kutlwano;Windsorton;8510;053;0501068;083;2632966;reakantswehs@gmail.com;reakantswehs@gmail.com;-28.33654;24.69337;;;;;;75305;300012;2012304;REAKANTSWE SECONDARY SCHOOL;;;;;;;;;;;;;;
300014402;NC;ST BONIFACE HIGH SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Independent;Ordinary School;Secondary;Church;;F6;;Kirstenhof;Kimberley;8301;PO BOX 615;PO BOX;Kirstenhof ;Kimberley;8300;071;3647037;071;6728027;sboniface927@gmail.com;ndondolo@webmail.co.za;-28.727339;24,736465;;;;;;99;99;2014402;ST BONIFACE HIGH SCHOOL;;;;;;;;;;;;;;
300106001;NC;KATHU REHOBOTH CHRISTIAN SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Independent;Ordinary School;Combined;Govt;;K1;;Kathu;Kathu;8446;PO BOX 523;PO BOX;Kathu;Kathu;8446;053;7231933;078;2075422;kathu.rehoboth@gmail.com;leevdmer@gmail.com;-27,70351435;23,05619414;;;;;;;;;;;;;;;;;;;;;;;
300042203;NC;LAERSKOOL CURRIESCAMP;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Primary;Trust Land;;S2;;CURRIESCAMP;KEIMOES;8860;PO BOX 256;PO BOX;Curriescamp;KEIMOES;8860;054;4911085;054;4911085;laerskoolcurriescamp@gmail.com;jackiemaasdorp@gmail.com;-28.676530;21.038376;;;;;;376205;970605;;;;;;;;;;;;;;;;
300012206;NC;LAERSKOOL ANDALUSIA;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt Education;;F7;;Jankempdorp;Jan Kempdorp;8550;PO BOX 67;PO BOX;Jan Kempdorp;Jan Kempdorp;8550;053;4560504;078;4285983;lsa@jenny.co.za;noelventer9@gmail.com;-27.9121;24.841281;;;;;;209200;970301;300012206;Laerskool Andalusia;;;;;;;;;;;;;;
300100774;NC;K S SHUPING HIGH SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;K1;;TSINENG  VILLAGE;KURUMAN;8460;PO BOX 2483;PO BOX;TSINENG VILLAGE;KURUMAN;8460;053;7730001;079;0116739;ksshuping@gmail.com;thebeyaka01@gmail.com;-27.097625;23.088524;;;;;;961417;961417;2100774;K.S.SHUPING HIGH SCHOOL;;;;;;;;;;;;;;
300033204;NC;LAERSKOOL ELANDSVLEI;NAMAKWA;;Formally Opened;Operational;;Public;Ordinary School;Primary;Farm;;;;Calvinia;Calvinia;8190;PO BOX 426;PO BOX;Calvinia;Calvinia;8190;072;7979450;072;7979450;dchough@breede.co.za;e.vlei@hantam.co.za;-32.31887;19.55754;;;;;;5346098;005/34;;Laerskool Elandsvlei;;;;;;;;;;;;;;
300045402;NC;KUILSVILLE HIGH SCHOOL;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;S5;;KUILSVILLE;DANIELSKUIL;8405;PO BOX 854;PO BOX;KUILSVILLE;DANIELSKUIL;8405;053;3840360;083;5896493;KHS.steenkamp@gmail.com;KHS.steenkamp@gmail.com;-28.189209;23.540581;;;;;;361210;970662;2045402;KUILSVILLE HIGH SCHOOL;;;;;;;;;;;;;;
300053201;NC;GAEGAKE PRIMARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;K3;;MARUPING VILLAGE;MOTHIBISTAD;8474;PRIVATE BAG X110;PRIVATE BAG X;MARUPING VILLAGE;MOTHIBISTAD;8474;083;8233015;064;9027169;gaegakeps@gmail.com;gaegakeps@gmail.com;-27.363743;23.380386;;;;;;962403;962403;2053201;Gaegake Primary;;;;;;;;;;;;;;
300031208;NC;LAERSKOOL GAFFIE MAREE;NAMAKWA;;Formally Opened;Operational;;Public;Ordinary School;Primary;Mine;;;;ALEXANDERBAAI;Alexanderbaai;8290;PO BOX 261;PO BOX;ALEXANDERBAAI;Alexanderbaai;8290;027;8311536;083;6477882;Gaffiemaree@gmail.com;wimpieraman84@gmail.com;-28.597166;16.484776;;;;;;309248;971023;;;;;;;;;;;;;;;;
300044212;NC;LAERSKOOL SAAMBOU;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Primary;Farm;;S5;;;OLIFANTSHOEK;8450;POSBUS 229;;;OLIFANTSHOEK;8450;083;2637685;084;3420313;saambouls@gmail.com;claudiasmith846@gmail.com;-28.019656;22.463277;;;;;;361450;970605;;;;;;;;;;;;;;;;
300033221;NC;KLEINZEE SENTRUM VIR LEER EN ONTWIKKELING;NAMAKWA;;Formally Opened;Operational;;Public;Special Needs Education;Primary;Mine;;1;;Kleinzee;Kleinzee;8282;PO BOX 10;PO BOX;Kleinzee;Kleinzee;8282;027;8770045;027;8770045;kleinseeschool@gmail.com;reception_kslo@outlook.com;-29.676520;17.071296;;;;;;970957;970957;;;;;;;;;;;;;;;;MST Grants
300017202;NC;LAERSKOOL HARTSWATER ;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt Education;;F7;;Hartswater;Hartswater;8570;PO BOX 162;PO BOX;Hartswater;Hartswater;8570;053;4740251;074;3054472;lhartswater@ncdoe.school.za;lshw@hartsies.co.za;-27.75091;24.80396;;;;;;209216;970441;2017202;LAERSKOOL HARTSWATER ;;;;;;;;;;;;;;
300100821;NC;LEBANG SECONDARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;K3;;MOTHIBISTAD;KURUMAN;8474;PO BOX 320;PO BOX;MOTHIBISTAD;KURUMAN;8474;071;5393958;083;4131092;lebangsschool10@gmail.com;lebangss@ncdoe.school.za;-27.36116;23.45811;;;;;;961423;961423;2100821;LEBANG MIDDLE SCHOOL;;;;;;;;;;;;;;
300041210;NC;LAERSKOOL ORANJE-NOORD;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;S3;;Middelpos;Upington;8801;Posbus 393;Posbus;Upington;;8800;054;3323776;054;3323847;admin@oranje-noord.co.za;admin.lon@lantic.co.za;-28.44756;21.26197;;;;;;361430;361430;;;;;;;;;;;;;;;;0
300031202;NC;CONCORDIA PRIMÊRE SKOOL;NAMAKWA;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;N2;;Concordia;CONCORDIA;8271;CONCORDIA 565;CONCORDIA;CONCORDIA;CONCORDIA;8271;027;7316767;027;7316767;conprim@mailmax.co.za;conprim@mailmax.co.za;-29.54667;17.95086;;;;;;346683;971017;300031202;Concordia Laerskool;;;;;;;;;;;;;;
300100769;NC;KP TOTO TECHNICAL AND COMMERCIAL SECONDARY SCHOOL;JOHN TAOLO GAETSEWE;;Formally Opened;Operational;;Public;Ordinary School;Secondary;Govt;;K4;;BATLHAROS;BATLHAROS;8476;PO BOX 328;PO BOX;MOTHIBISTAD;MOTHIBISTAD;8474;066;0712213;073;4134141;kptototcss@ncdoe.school.za;kptotohigh@gmail.com;-27.293350;23.326179;;;;;;961387;961387;2100769;KP TOTO TECHNICAL AND COMMERCIAL SECONDARY SCHOOL;;;;;;;;;;;;;;Comprehensive
300043214;NC;LAERSKOOL SENTRAAL KAKAMAS;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;S4;;Kakamas;Kakamas;8870;Voortrekkerstraat 37;Voortrekkerstraat;Kakamas;Kakamas;8870;054;4310883;054;4310883;admin@lskskool.co.za;finansies@lskskool.co.za;-28.771966;20.619318;;;;;;361350;970535;;;;;;;;;;;;;;;;0
300017203;NC;LAERSKOOL WARRENTON;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;F7;;Warrenton;Warrenton;8530;PO BOX 78;PO BOX;Warrenton;Warrenton;8530;053;4973553;071;4719747;lwarrenton@ncdoe.school.za;warrenton@telkomsa.net;-28.10999;24.85123;;;;;;209275;673108;2017203;LAERSKOOL WARRENTON;;;;;;;;;;;;;;
300011221;NC;OREL PRIVATE ACADEMY;FRANCES BAARD;;Formally Opened;Operational;;Independent;Ordinary School;Combined;Govt;;F8;;South Ridge;Kimberley;8301;Memorial Road;Memorial Road;South Ridge;Kimberley;8301;061;7793266;061;7793266;info@orelprivateacademy.co.za;finances@orelprivateacademy.co.za;-28.752106;24.760585;;;;;;0;0;?;?;;;;;;;;;;;;;;0
300013215;NC;OLYMPIC PRIMARY SCHOOL;FRANCES BAARD;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt Education;;F4;;Kimberley;Gemdene;8301;PO BOX 1692;PO BOX;Kimberley;Gemdene;8300;053;8741761;084;5074281;Olympicprimary@gmail.com;archiejack154@gmail.com;-28.725105;24.753021;;;;;;225150;970339;2013215;OLYMPIC PRIMARY SCHOOL ;;;;;;;;;;;;;;
300032306;NC;LELIEFONTEIN LAERSKOOL;NAMAKWA;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;3;;Kamiesberg;Leliefontein;8261;PO BOX 115;PO BOX;Kamieskroon;Kamieskroon;8241;071;0938762;071;0938762;leliefonteinskool@gmail.com;priscillacadams@gmail.com;-30.31409;18.08247;;;;;;3000340081;300034;300032306;Leliefontein Primary School;;;;;;;;;;;;;;
300043213;NC;LAERSKOOL GROBLERSHOOP;ZF MGCAWU;;Formally Opened;Operational;;Public;Ordinary School;Primary;Govt;;S3;;GROBLERSHOOP;GROBLERSHOOP;8850;PO BOX 75;PO BOX;GROBLERSHOOP;GROBLERSHOOP;8850;054;8330121;054;8330121;grobbieskool@lantic.net;grobbieskool@gigs.co.za;-28.89601;21.98881;;;;;;0004/36133;970585;;LAERSKOOL GROBLERSHOOP;;;;;;;;;;;;;;
